id,date,merchant_id,partner_id,status,amount,currency,payment_type_id,device,os,browser,discount
21,28/11/21,mid_68,pid_3,0,"9,99",USD,5,Mobile Phone,Android,Chrome/95,
22,26/11/21,mid_68,pid_3,1,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
23,29/11/21,mid_51,pid_4,1,"79,7",USD,1,Desktop,Win10,Chrome/96,
24,27/11/21,mid_45,pid_465,0,"101,33",GBP,2,Desktop,Win10,Firefox/91,"0,9"
25,30/11/21,mid_68,pid_3,1,"9,99",USD,1,Desktop,macOS,Safari/15,
26,28/11/21,mid_68,pid_3,0,"7,99",USD,1,Tablet,ipadOS,Safari/13,"0,8"
27,26/11/21,mid_68,pid_3,1,"7,49",GBP,1,Desktop,Win10,Chrome/96,
28,29/11/21,mid_52,pid_3,0,"83,35",EUR,2,Mobile Device,iOS,Safari/14,
29,30/11/21,mid_63,pid_4,1,"34,38",USD,1,Mobile Device,iOS,Chrome/95,
30,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Samsung Browser/15,
31,26/11/21,mid_86,pid_3,0,"5,99",EUR,2,Mobile Phone,Android,Chrome/96,
32,28/11/21,mid_24,pid_39,1,"19,95",EUR,1,Mobile Device,iOS,Safari/15,
33,29/11/21,mid_68,pid_3,1,"9,99",USD,1,Mobile Phone,Android,Samsung Browser/15,
34,30/11/21,mid_71,pid_1,0,"95,88",USD,2,Desktop,Win10,Firefox/91,
35,27/11/21,mid_47,pid_3,0,"10,09",USD,1,Desktop,Win10,Chrome/96,
36,28/11/21,mid_68,pid_3,0,"7,49",GBP,1,Mobile Phone,Android,Chrome/96,
37,26/11/21,mid_8,pid_3,0,"102,28",USD,1,Mobile Device,iOS,Safari/15,
38,29/11/21,mid_8,pid_3,0,"9,78",USD,2,Desktop,Win10,Opera/0,
39,30/11/21,mid_63,pid_4,1,"2,96",USD,1,Mobile Device,iOS,Chrome/95,
40,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/94,
41,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Desktop,Win10,Firefox/94,
42,28/11/21,mid_71,pid_3,0,"9,99",USD,1,Tablet,Android,Chrome/96,
43,29/11/21,mid_68,pid_3,1,"7,49",GBP,1,Mobile Phone,Android,Chrome/97,
44,30/11/21,mid_71,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
45,27/11/21,mid_56,pid_4,0,"14,93",USD,2,Mobile Phone,Android,Chrome/96,
46,28/11/21,mid_55,pid_1,1,"19,65",USD,2,Mobile Device,iOS,Safari/14,
47,29/11/21,mid_51,pid_4,0,"34,95",EUR,2,Desktop,Win10,Firefox/94,
48,30/11/21,mid_68,pid_3,0,"95,88",USD,1,Mobile Phone,Android,Chrome/94,
49,26/11/21,mid_71,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
50,28/11/21,mid_68,pid_3,0,"9,99",USD,2,Desktop,Win10,Chrome/96,
51,27/11/21,mid_45,pid_464,1,"7,88",USD,1,Mobile Phone,Android,Chrome/95,
52,29/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Device,iOS,Chrome/96,
53,30/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/90,
54,26/11/21,mid_68,pid_3,1,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
55,28/11/21,mid_52,pid_3,1,"106,8",EUR,2,Desktop,Win10,Firefox/94,
56,29/11/21,mid_68,pid_3,0,"7,49",GBP,2,Tablet,Android,Chrome/95,
57,27/11/21,mid_55,pid_1,0,"17,95",EUR,2,Desktop,macOS,Chrome/96,
58,30/11/21,mid_55,pid_3,0,"30,15",USD,2,Mobile Phone,Android,Chrome/96,
59,26/11/21,mid_55,pid_3,1,"14,95",EUR,1,Mobile Device,iOS,Chrome/96,
60,28/11/21,mid_32,pid_4,0,"24,95",EUR,1,Desktop,Win10,Chrome/96,
61,27/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Device,iOS,Safari/14,
62,29/11/21,mid_68,pid_3,1,"9,99",USD,1,Mobile Phone,Android,Chrome/83,
63,26/11/21,mid_55,pid_3,1,"28,62",USD,1,Desktop,Win10,Chrome/96,
64,30/11/21,mid_35,pid_686,0,"69,95",EUR,1,Desktop,Win10,Edge/96,
65,28/11/21,mid_24,pid_39,1,"0,95",EUR,1,Mobile Device,iOS,Safari/15,
66,29/11/21,mid_55,pid_3,0,1,EUR,2,Desktop,macOS,Firefox/91,
67,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/94,
68,28/11/21,mid_35,pid_101,0,"69,95",USD,2,Desktop,Win10,Chrome/96,
69,30/11/21,mid_35,pid_390,0,"17,95",EUR,2,Mobile Phone,Android,HuaweiBrowser/0,
70,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
71,29/11/21,mid_68,pid_3,1,"8,83",EUR,2,Desktop,macOS,Safari/14,
72,27/11/21,mid_35,pid_390,0,"9,95",EUR,2,Mobile Device,iOS,Safari/15,
73,28/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/95,
74,26/11/21,mid_71,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
75,29/11/21,mid_32,pid_4,1,"10,47",USD,1,Desktop,macOS,Safari/14,
76,27/11/21,mid_86,pid_3,1,"5,99",EUR,1,Mobile Device,iOS,Safari/15,
77,28/11/21,mid_68,pid_3,0,"67,12",USD,1,Mobile Phone,Android,Chrome/95,"0,7"
78,30/11/21,mid_55,pid_3,0,"30,15",USD,2,Mobile Phone,Android,Chrome/96,
79,26/11/21,mid_47,pid_3,1,"24,95",USD,1,Desktop,Win10,Opera/0,
80,27/11/21,mid_51,pid_4,1,"34,95",USD,2,Mobile Phone,Android,Chrome/96,
81,29/11/21,mid_66,pid_3,1,10,EUR,2,Desktop,Win10,Chrome/96,
82,28/11/21,mid_68,pid_3,0,"9,99",USD,2,Desktop,Win10,Chrome/96,
83,26/11/21,mid_68,pid_3,1,"9,99",EUR,2,Desktop,macOS,Safari/15,
84,30/11/21,mid_23,pid_655,0,"0,95",USD,2,Mobile Phone,Android,Chrome/96,
85,29/11/21,mid_68,pid_1,0,"7,49",GBP,2,Tablet,Android,Chrome/95,
86,27/11/21,mid_35,pid_390,0,"59,95",EUR,2,Desktop,Win10,Firefox/94,
87,28/11/21,mid_52,pid_3,0,"30,95",EUR,2,Desktop,MacOSX,Chrome/87,
88,26/11/21,mid_51,pid_4,1,"99,56",USD,1,Desktop,Win10,Chrome/96,
89,29/11/21,mid_51,pid_4,0,"120,82",USD,2,Mobile Phone,Android,Chrome/96,
90,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
91,30/11/21,mid_68,pid_3,0,"95,88",USD,1,Mobile Phone,Android,Chrome/94,
92,28/11/21,mid_68,pid_3,0,"7,49",GBP,2,Desktop,macOS,Safari/13,
93,26/11/21,mid_68,pid_3,0,"95,88",USD,2,Mobile Phone,Android,Chrome/96,
94,29/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/95,
95,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
96,30/11/21,mid_68,pid_3,1,"9,99",USD,1,Desktop,Win7,Chrome/96,
97,28/11/21,mid_35,pid_101,0,"69,95",USD,2,Desktop,Win10,Chrome/96,
98,26/11/21,mid_35,pid_390,0,"12,95",EUR,1,Desktop,Win10,Chrome/96,
99,27/11/21,mid_55,pid_1,0,"17,95",EUR,2,Desktop,macOS,Chrome/96,
100,30/11/21,mid_71,pid_3,0,"6,99",USD,2,Mobile Phone,Android,Puffin/0,"0,7"
101,29/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
102,28/11/21,mid_35,pid_102,1,"17,95",USD,2,Desktop,Win10,Firefox/94,
103,26/11/21,mid_35,pid_80,1,"17,95",EUR,2,Desktop,Win10,Chrome/96,
104,27/11/21,mid_68,pid_3,1,"9,99",USD,1,Mobile Device,iOS,Google App/0,
105,29/11/21,mid_63,pid_4,1,"34,21",USD,2,Mobile Device,iOS,Snapchat/0,
106,28/11/21,mid_71,pid_3,0,"9,99",EUR,1,Mobile Phone,Android,Chrome/96,
107,26/11/21,mid_41,pid_4,1,"25,98",EUR,2,Desktop,macOS,Firefox/94,
108,27/11/21,mid_21,pid_4,0,"0,95",USD,1,Mobile Phone,Android,Android WebView/68,
109,29/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/95,
110,30/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
111,28/11/21,mid_68,pid_3,1,"8,83",EUR,1,Mobile Device,iOS,Safari/15,
112,26/11/21,mid_68,pid_3,0,"9,99",USD,2,Desktop,Win10,Chrome/95,
113,27/11/21,mid_35,pid_390,0,"12,95",EUR,2,Desktop,Win10,Firefox/94,
114,30/11/21,mid_9,pid_342,1,"34,95",EUR,2,Desktop,macOS,Chrome/96,
115,29/11/21,mid_35,pid_390,1,"12,95",USD,2,Desktop,Win10,Chrome/96,
116,28/11/21,mid_68,pid_3,0,"76,7",USD,12,Mobile Phone,Android,UC Browser/12,"0,8"
117,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Desktop,Win10,Chrome/96,
118,27/11/21,mid_76,pid_4,0,"29,95",EUR,1,Mobile Device,iOS,Safari/14,
119,30/11/21,mid_68,pid_3,1,"95,88",USD,2,Tablet,Android,Chrome/96,
120,29/11/21,mid_55,pid_3,0,1,EUR,2,Desktop,Win10,Chrome/96,
121,28/11/21,mid_23,pid_345,1,"0,95",EUR,2,Desktop,Win10,Chrome/96,
122,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Desktop,Win10,Chrome/96,
123,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Device,iOS,Safari/14,
124,30/11/21,mid_71,pid_3,0,"67,12",USD,1,Mobile Phone,Android,Chrome/96,"0,7"
125,29/11/21,mid_51,pid_4,1,"29,87",USD,1,Desktop,macOS,Safari/15,
126,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Device,iOS,Safari/14,
127,28/11/21,mid_68,pid_3,0,"95,88",USD,1,Mobile Phone,Android,Chrome/96,
128,27/11/21,mid_35,pid_390,0,"59,95",EUR,2,Desktop,Win10,Firefox/94,
129,30/11/21,mid_68,pid_1,0,"95,88",USD,1,Mobile Phone,Android,Chrome/96,
130,29/11/21,mid_63,pid_4,1,"2,95",USD,2,Mobile Device,iOS,Snapchat/0,
131,28/11/21,mid_68,pid_3,0,"9,99",USD,2,Desktop,Win10,Chrome/96,
132,26/11/21,mid_71,pid_3,0,"8,91",EUR,1,Mobile Phone,Android,Chrome/96,
133,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/94,
134,30/11/21,mid_68,pid_1,0,"9,99",USD,1,Tablet,iOS,Chrome/92,
135,29/11/21,mid_71,pid_3,0,"95,88",USD,2,Mobile Phone,Android,Chrome/96,
136,28/11/21,mid_68,pid_3,0,"76,7",USD,2,Mobile Phone,Android,UC Browser/12,"0,8"
137,26/11/21,mid_68,pid_3,0,"95,88",USD,1,Mobile Phone,Android,Chrome/96,
138,30/11/21,mid_68,pid_3,0,"9,99",USD,2,Desktop,Win10,Edge/96,
139,27/11/21,mid_68,pid_1,1,"9,99",EUR,2,Desktop,macOS,Safari/14,
140,29/11/21,mid_55,pid_3,0,1,EUR,2,Desktop,Win10,Chrome/96,
141,28/11/21,mid_66,pid_3,1,"44,95",USD,1,Mobile Phone,Android,Chrome/96,
142,26/11/21,mid_44,pid_531,0,"29,69",USD,1,Mobile Phone,Android,Chrome/88,
143,30/11/21,mid_52,pid_3,1,"30,65",EUR,2,Mobile Device,iOS,Safari/14,
144,27/11/21,mid_71,pid_3,0,"95,88",USD,1,Mobile Device,iOS,DuckDuckGo Browser/0,
145,28/11/21,mid_68,pid_3,0,"7,99",USD,1,Tablet,ipadOS,Safari/13,"0,8"
146,29/11/21,mid_71,pid_3,0,"95,88",USD,2,Mobile Phone,Android,Chrome/96,
147,30/11/21,mid_23,pid_655,0,"0,95",USD,2,Mobile Phone,Android,Chrome/96,
148,26/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Samsung Browser/15,
149,27/11/21,mid_47,pid_3,0,"10,02",USD,1,Desktop,Win10,Chrome/96,
150,28/11/21,mid_68,pid_3,1,"9,99",USD,1,Desktop,macOS,Safari/14,
151,29/11/21,mid_15,pid_772,1,"5,12",EUR,2,Mobile Phone,Android,Chrome/96,
152,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Device,iOS,Safari/14,
153,26/11/21,mid_52,pid_3,0,"16,16",EUR,1,Desktop,Win10,Edge/96,
154,30/11/21,mid_35,pid_81,1,"8,95",GBP,1,Desktop,Win10,Firefox/94,
155,28/11/21,mid_52,pid_3,0,"15,95",EUR,2,Desktop,MacOSX,Chrome/87,
156,29/11/21,mid_68,pid_3,0,"9,99",USD,2,Desktop,Win8.1,Chrome/96,
157,27/11/21,mid_35,pid_390,1,"12,95",USD,2,Desktop,Win10,Firefox/94,
158,26/11/21,mid_41,pid_4,0,"2,65",EUR,2,Desktop,macOS,Firefox/94,
159,30/11/21,mid_68,pid_1,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
160,28/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
161,29/11/21,mid_68,pid_3,0,0,EUR,1,Desktop,Win10,Firefox/94,
162,27/11/21,mid_68,pid_3,1,"9,99",USD,1,Mobile Device,iOS,Safari/14,
163,26/11/21,mid_68,pid_1,0,"9,99",USD,2,Desktop,Win10,Chrome/95,
164,28/11/21,mid_13,pid_28,0,"29,22",USD,1,Desktop,macOS,Safari/14,
165,30/11/21,mid_68,pid_3,0,"95,88",USD,1,Mobile Device,iOS,Chrome/94,
166,29/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/95,
167,27/11/21,mid_32,pid_593,1,0,USD,2,Mobile Phone,Android,Chrome/96,
168,28/11/21,mid_41,pid_4,0,"29,95",USD,1,Mobile Phone,Android,DuckDuckGo Browser/0,
169,26/11/21,mid_68,pid_1,0,"9,99",EUR,2,Mobile Phone,Android,Chrome/96,
170,30/11/21,mid_20,pid_4,0,"0,95",USD,1,Desktop,macOS,Safari/12,
171,29/11/21,mid_51,pid_4,0,"34,95",EUR,2,Desktop,Win10,Firefox/94,
172,27/11/21,mid_54,pid_398,0,"7,45",USD,2,Mobile Phone,Android,Firefox/94,
173,26/11/21,mid_68,pid_3,1,"9,99",USD,2,Mobile Device,iOS,Safari/14,
174,28/11/21,mid_54,pid_222,0,"19,95",USD,1,Desktop,Win10,Firefox/94,
175,29/11/21,mid_68,pid_3,0,"9,99",EUR,12,Mobile Phone,Android,Chrome/96,
176,30/11/21,mid_68,pid_1,1,"9,99",USD,1,Mobile Phone,Android,Firefox/94,
177,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Device,iOS,Safari/14,
178,27/11/21,mid_35,pid_390,0,"69,95",USD,2,Mobile Phone,Android,Chrome/96,
179,30/11/21,mid_68,pid_1,0,"9,99",USD,1,Tablet,iOS,Chrome/92,
180,28/11/21,mid_71,pid_3,0,"8,82",EUR,1,Mobile Phone,Android,Chrome/96,
181,29/11/21,mid_71,pid_3,1,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
182,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
183,27/11/21,mid_68,pid_3,0,"95,88",USD,1,Mobile Phone,Android,Android WebView/96,
184,30/11/21,mid_68,pid_3,1,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
185,29/11/21,mid_8,pid_3,1,"9,99",EUR,1,Desktop,Win10,Firefox/94,
186,28/11/21,mid_41,pid_4,0,"29,95",USD,1,Mobile Phone,Android,DuckDuckGo Browser/0,
187,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
188,30/11/21,mid_68,pid_3,1,"72,12",GBP,2,Mobile Device,iOS,Safari/15,
189,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
190,29/11/21,mid_52,pid_3,1,"17,94",USD,1,Mobile Phone,Android,Chrome/96,
191,28/11/21,mid_55,pid_3,0,"0,88",EUR,1,Mobile Phone,Android,Chrome/96,
192,30/11/21,mid_68,pid_3,0,"95,88",USD,1,Mobile Device,iOS,Chrome/94,
193,26/11/21,mid_71,pid_3,0,"9,99",EUR,1,Mobile Phone,Android,Aloha Browser/0,
194,29/11/21,mid_38,pid_470,1,"29,95",USD,2,Desktop,Win10,Firefox/94,
195,27/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/74,
196,28/11/21,mid_54,pid_4,0,"9,95",USD,1,Desktop,Win10,Chrome/96,
197,30/11/21,mid_68,pid_3,1,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
198,29/11/21,mid_55,pid_3,1,"0,72",GBP,2,Mobile Device,iOS,Safari/15,
199,27/11/21,mid_68,pid_3,0,"95,88",USD,1,Mobile Phone,Android,Android WebView/96,
200,26/11/21,mid_66,pid_3,1,"24,95",USD,1,Desktop,Win10,Edge/96,
201,28/11/21,mid_6,pid_3,0,1,EUR,1,Mobile Phone,Android,Chrome/96,
202,30/11/21,mid_68,pid_1,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
203,26/11/21,mid_68,pid_3,1,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
204,29/11/21,mid_68,pid_1,0,"8,83",EUR,2,Mobile Phone,Android,Firefox/94,
205,27/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
206,28/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Device,iOS,Chrome/96,
207,29/11/21,mid_71,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
208,30/11/21,mid_68,pid_3,1,"9,99",USD,2,Desktop,Win10,Edge/96,
209,26/11/21,mid_23,pid_345,1,"1,34",USD,1,Mobile Device,iOS,Safari/14,
210,28/11/21,mid_55,pid_3,0,1,USD,1,Mobile Phone,Android,Chrome/84,
211,30/11/21,mid_68,pid_1,0,0,USD,1,Tablet,iOS,Chrome/92,
212,29/11/21,mid_68,pid_3,0,"9,99",EUR,12,Mobile Phone,Android,Chrome/96,
213,26/11/21,mid_68,pid_1,0,"9,99",EUR,2,Mobile Phone,Android,Chrome/96,
214,27/11/21,mid_71,pid_3,0,0,EUR,2,Mobile Phone,Android,Miui Browser/0,
215,30/11/21,mid_68,pid_3,0,"9,99",USD,1,Desktop,macOS,Safari/15,
216,29/11/21,mid_68,pid_3,0,"9,99",EUR,2,Desktop,Win10,Chrome/96,
217,26/11/21,mid_23,pid_345,1,"0,82",USD,1,Desktop,Win10,Chrome/96,
218,27/11/21,mid_86,pid_3,1,"5,99",EUR,1,Mobile Phone,Android,Chrome/85,
219,28/11/21,mid_71,pid_3,1,"9,99",USD,1,Mobile Device,iOS,Chrome/86,
220,30/11/21,mid_68,pid_1,1,0,USD,1,Tablet,iOS,Chrome/92,
221,29/11/21,mid_34,pid_4,1,"0,95",USD,2,Tablet,iOS,Google App/0,
222,26/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Samsung Browser/15,
223,28/11/21,mid_38,pid_4,1,"0,99",USD,1,Mobile Phone,Android,Yandex Browser/0,
224,30/11/21,mid_68,pid_1,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
225,29/11/21,mid_55,pid_3,0,"0,75",GBP,2,Mobile Device,iOS,Safari/15,
226,27/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Device,iOS,Safari/15,
227,28/11/21,mid_41,pid_4,0,"29,95",USD,1,Mobile Phone,Android,DuckDuckGo Browser/0,
228,26/11/21,mid_23,pid_345,1,"1,34",USD,1,Mobile Device,iOS,Safari/14,
229,30/11/21,mid_35,pid_390,0,"12,95",EUR,1,Desktop,macOS,Firefox/94,
230,27/11/21,mid_52,pid_3,1,"106,68",USD,1,Desktop,macOS,Chrome/96,
231,29/11/21,mid_71,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
232,26/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
233,28/11/21,mid_13,pid_28,1,"29,22",USD,1,Desktop,macOS,Safari/14,
234,30/11/21,mid_35,pid_390,1,"17,95",EUR,2,Mobile Phone,Android,HuaweiBrowser/0,
235,27/11/21,mid_68,pid_3,0,"8,99",USD,1,Desktop,Win10,Chrome/96,"0,9"
236,29/11/21,mid_34,pid_4,1,"0,95",USD,2,Tablet,iOS,Google App/0,
237,28/11/21,mid_55,pid_3,0,1,USD,1,Mobile Phone,Android,Chrome/84,
238,26/11/21,mid_23,pid_345,1,"0,82",USD,1,Desktop,Win10,Chrome/96,
239,30/11/21,mid_68,pid_3,0,"8,99",USD,1,Mobile Phone,Android,Chrome/94,"0,9"
240,27/11/21,mid_68,pid_3,0,"9,99",USD,1,Desktop,Win10,Chrome/96,
241,29/11/21,mid_35,pid_390,1,"59,95",USD,2,Desktop,Win10,Chrome/96,
242,26/11/21,mid_71,pid_3,1,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
243,27/11/21,mid_23,pid_345,0,1,USD,1,Desktop,Win10,Opera/0,
244,30/11/21,mid_68,pid_3,0,"8,87",EUR,2,Mobile Phone,Android,Chrome/91,
245,29/11/21,mid_13,pid_470,0,"0,95",USD,2,Desktop,Win10,Firefox/94,
246,28/11/21,mid_76,pid_466,1,"209,95",USD,1,Desktop,Win10,Firefox/94,"0,7"
247,26/11/21,mid_23,pid_345,1,"1,34",USD,1,Mobile Device,iOS,Safari/14,
248,28/11/21,mid_38,pid_28,1,"1,06",USD,1,Desktop,macOS,Safari/14,
249,30/11/21,mid_35,pid_390,0,"12,95",EUR,1,Desktop,macOS,Firefox/94,
250,29/11/21,mid_68,pid_3,0,"9,99",EUR,12,Mobile Phone,Android,Chrome/96,
251,27/11/21,mid_68,pid_1,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
252,26/11/21,mid_68,pid_3,0,"9,99",USD,2,Mobile Phone,Android,Chrome/96,
253,28/11/21,mid_68,pid_3,1,"7,49",GBP,2,Desktop,Win10,Chrome/91,
254,29/11/21,mid_68,pid_1,0,"8,83",EUR,2,Mobile Phone,Android,Firefox/94,
255,30/11/21,mid_35,pid_102,1,"69,95",USD,2,Desktop,Win10,Firefox/94,
256,27/11/21,mid_68,pid_1,0,"84,73",EUR,1,Mobile Phone,Android,Chrome/96,
257,26/11/21,mid_23,pid_345,1,"0,82",USD,1,Desktop,Win10,Chrome/96,
258,28/11/21,mid_52,pid_3,0,"30,95",EUR,2,Desktop,MacOSX,Chrome/87,
259,29/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Device,iOS,Safari/15,
260,30/11/21,mid_68,pid_3,1,"9,99",USD,1,Tablet,Android,Chrome/70,
261,27/11/21,mid_71,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Firefox/94,
262,28/11/21,mid_54,pid_4,0,"9,95",USD,1,Desktop,Win10,Chrome/96,
263,26/11/21,mid_63,pid_4,1,"29,99",USD,1,Desktop,Win10,Chrome/96,
264,29/11/21,mid_32,pid_554,1,"29,67",USD,1,Mobile Phone,Android,Samsung Browser/16,
265,30/11/21,mid_68,pid_3,0,"9,99",USD,2,Desktop,Win10,Chrome/97,
266,27/11/21,mid_68,pid_3,1,"9,99",USD,2,Mobile Device,iOS,Safari/15,
267,26/11/21,mid_58,pid_3,1,500,USD,1,Desktop,Win10,Edge/96,
268,28/11/21,mid_8,pid_3,0,"262,99",EUR,12,Mobile Device,iOS,Google App/0,
269,29/11/21,mid_86,pid_3,0,"5,99",EUR,2,Desktop,Win10,Chrome/96,
270,30/11/21,mid_35,pid_686,0,"69,95",EUR,1,Desktop,Win10,Edge/96,
271,27/11/21,mid_23,pid_345,0,1,USD,1,Desktop,Win10,Opera/0,
272,26/11/21,mid_63,pid_4,1,"2,95",USD,1,Desktop,Win10,Chrome/96,
273,28/11/21,mid_68,pid_3,0,"9,99",USD,1,Mobile Phone,Android,Chrome/96,
274,29/11/21,mid_51,pid_4,0,"34,95",EUR,2,Desktop,Win10,Firefox/94,
275,30/11/21,mid_68,pid_3,1,"95,88",USD,1,Mobile Device,iOS,Safari/14,
276,26/11/21,mid_8,pid_3,0,"8,81",USD,2,Mobile Phone,Android,Chrome/89,"0,9"
277,28/11/21,mid_55,pid_3,1,"0,99",USD,2,Desktop,Win10,Chrome/96,
278,27/11/21,mid_68,pid_1,1,"7,49",GBP,1,Mobile Phone,Android,Chrome/95,
279,29/11/21,mid_20,pid_390,0,"0,67",USD,1,Mobile Phone,Android,Chrome/96,
280,30/11/21,mid_56,pid_4,1,"14,93",USD,1,Mobile Phone,Android,Chrome/96,
281,26/11/21,mid_15,pid_772,1,"2,57",EUR,2,Mobile Device,iOS,Safari/15,
282,27/11/21,mid_68,pid_3,1,"9,99",USD,2,Desktop,Win10,Chrome/96,
283,28/11/21,mid_55,pid_3,0,1,USD,1,Mobile Phone,Android,Chrome/84,
284,30/11/21,mid_68,pid_3,0,"9,99",USD,1,Tablet,iOS,Chrome/92,
285,29/11/21,mid_68,pid_3,0,"95,88",USD,1,Tablet,Android,Chrome/95,
286,26/11/21,mid_51,pid_4,0,"34,98",USD,2,Mobile Phone,Android,Android WebView/92,
